Public Name,LC Classification Code,Availability,Title,Subjects,Classification Code,ISBN,Author,Network Number,Publication Date,Edition,Publisher,Series,MMS Id,Originating System ID
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,"Multiforms, dyadics, and electromagnetic media /",Electromagnetism--Mathematics.; Electromagnetism--Mathematical models.; Electronic books.,QC,1119052394; 9781119052395; 1119052386; 9781119052388; 1119052408; 9781119052401; 1118989333; 9781118989333,"Lindell, Ismo V., author.",(MiAaPQ)EBC1896009; (MiAaPQ)EBC4040800; (PQKB)20795307; (PQKBManifestationID)16038326; (PQKB)11300009; (PQKBWorkID)11443056; (PQKBTitleCode)TC1436804; (PQKBTitleCode)TC0001436804; (PQKBManifestationID)11810874; (SSID)ssj1436804; (SSID)ssj0001436804; (EBL)1896009; (CKB)3710000000359013,2015.,,Wiley; IEEE Press,IEEE Press Series on Electromagnetic Wave Theory,9982723244902771,993710000000359013
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,Parallel solution of integral equation-based EM problems in the frequency domain,Electromagnetism--Data processing.; Electromagnetic fields--Mathematical models.; Electromagnetic waves--Mathematical models.; Parallel processing (Electronic computers); Integral domains.; Time-domain analysis.; Electronic books.,QC,1282186043; 9781282186040; 9786612186042; 6612186046; 047049509X; 9780470495094; 0470495081; 9780470495087; 0470405457; 9780470405451,"Zhang, Yu, 1978 Apr. 20-",(MiAaPQ)EBC448858; (PQKB)10718465; (PQKBWorkID)10314573; (PQKBTitleCode)TC354589; (PQKBTitleCode)TC0000354589; (PQKBManifestationID)11233471; (SSID)ssj354589; (SSID)ssj0000354589; (OCoLC)441892388; (EBL)448858; (CKB)1000000000773827,c2009.,,IEEE Press; Wiley,Wiley Series in Microwave and Optical Engineering,9982711725802771,991000000000773827
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,Power definitions and the physical mechanism of power flow /,Electric charge and distribution--Mathematics.; Wave mechanics.; Electric power transmission.; Electronic books.,QC,1119957281; 9781119957287; 1282794507; 9781282794504; 9786612794506; 661279450X; 0470667141; 9780470667149; 0470667168; 9780470667163; 0470660740; 9780470660744,"Emanuel, Alexander E. author. (Alexander Eigeles),",(MiAaPQ)EBC4043262; (MiAaPQ)EBC555063; (PQKB)10766376; (PQKBWorkID)10372450; (PQKBTitleCode)TC425811; (PQKBTitleCode)TC0000425811; (PQKBManifestationID)11250162; (SSID)ssj425811; (SSID)ssj0000425811; (OCoLC)651601986; (EBL)555063; (CKB)2670000000032935,2010.,,Wiley; IEEE Press,Wiley - IEEE,9982697674402771,992670000000032935
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,Quantum mechanics for electrical engineers,Quantum theory.; Electricity.; Electronic books.,QC,1283401312; 9781283401319; 9786613401311; 6613401315; 1118169794; 9781118169797; 1118169778; 9781118169773; 1118169786; 9781118169780; 0470874090; 9780470874097,"Sullivan, Dennis Michael, 1949-",(MiAaPQ)EBC818511; (PQKB)11401769; (PQKBWorkID)10619028; (PQKBTitleCode)TC571190; (PQKBTitleCode)TC0000571190; (PQKBManifestationID)12270635; (SSID)ssj571190; (SSID)ssj0000571190; (OCoLC)768082731; (EBL)818511; (CKB)2670000000131321,c2012.,,IEEE Press,IEEE Press Series on Microelectronic Systems,9982746933902771,992670000000131321
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,Radiation and scattering of waves,Electromagnetic waves; Field theory (Physics); Physics; Physical Sciences & Mathematics; Electricity & Magnetism,QC,0780310888; 9780780310889; 0470546301; 9780470546307,"Felsen, Leopold B Author",(PQKB)10757539; (PQKBWorkID)10428185; (PQKBTitleCode)TC448881; (PQKBTitleCode)TC0000448881; (PQKBManifestationID)12211166; (SSID)ssj448881; (SSID)ssj0000448881; (CKB)2580000000002612,1994,,IEEE Press,,9982705496202771,992580000000002612
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,"Review of radio science, 1996-1999 /",Radio.; Radio waves.; Electronic books.,QC,0780360036; 9780780360037; 0470546352; 9780470546352,"Stone, W. Ross Author",(PQKB)11626194; (PQKBWorkID)10392330; (PQKBTitleCode)TC448901; (PQKBTitleCode)TC0000448901; (PQKBManifestationID)12183798; (SSID)ssj448901; (SSID)ssj0000448901; (IEEE)5264607; (IDAMS)b000064810c4618; (IDAMS)0b000064810c4618; (CaBNVSL)mat5264607; (CaBNVSL)mat05264607; (CKB)2580000000002616,1999,,Wiley IEEE Press Imprint,,9982705495902771,992580000000002616
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,Semiconductor material and device characterization,Semiconductors.; Semiconductors--Testing.; Electronic books.,QC,1280654708; 9781280654701; 9786610654703; 6610654700; 0470362502; 9780470362501; 0471749095; 9780471749097; 0471749087; 9780471749080; 0471739065; 9780471739067,"Schroder, Dieter K.",(MiAaPQ)EBC275904; (PQKB)11507748; (PQKBWorkID)10164982; (PQKBTitleCode)TC244006; (PQKBTitleCode)TC0000244006; (PQKBManifestationID)11188932; (SSID)ssj244006; (SSID)ssj0000244006; (OCoLC)174434899; (EBL)275904; (CKB)1000000000355036,c2006.,3rd ed.,Wiley; IEEE Press,,9982733864102771,991000000000355036
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,Singular electromagnetic fields and sources /,Electromagnetic fields--Mathematics.; Electronic books.; Electromagnetic fields--Mathematics; Physics; Electricity & Magnetism; Physical Sciences & Mathematics,QC,0198562004; 9780198562009; 0780360389; 9780780360389; 0470546425; 9780470546420,"Bladel, J. van 1922- (Jean),",(PQKB)11786262; (PQKBWorkID)10393210; (PQKBTitleCode)TC448913; (PQKBTitleCode)TC0000448913; (PQKBManifestationID)12122838; (SSID)ssj448913; (SSID)ssj0000448913; (IEEE)5264335; (IDAMS)b000064810c42aa; (IDAMS)0b000064810c42aa; (CaBNVSL)mat5264335; (CaBNVSL)mat05264335; (CKB)2580000000002622,1991,,Clarendon Press,The Oxford engineering science series ; 17,9982705495302771,992580000000002622
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,The Plane Wave Spectrum Representation of Electromagnetic Fields International Series of Monographs in Electromagnetic Waves,Electromagnetic fields.; Electronic books.,QC,1483149544; 9781483149547; 008013162X; 9780080131627,"Clemmow, P. C.",(EBL)1834219; (CKB)3710000000029250,1966.,,Elsevier Science,,9982797853602771,993710000000029250
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,The multilevel fast multipole algorithm (MLFMA) for solving large-scale computational electromagnetics problems /,Electromagnetism--Data processing.; Electromagnetism--Computer simulation.; Algorithms.; Electronic books.,QC,1118844971; 9781118844977; 1118844904; 9781118844908; 111997741X; 9781119977414; 1306639107; 9781306639101,"Ergül, Özgür, author.",(MiAaPQ)EBC1674221; (OCoLC)880450297; (PQKB)10160133; (PQKBWorkID)11144614; (PQKBTitleCode)TC1181644; (PQKBTitleCode)TC0001181644; (PQKBManifestationID)11665632; (SSID)ssj1181644; (SSID)ssj0001181644; (EBL)1674221; (CKB)2550000001273034,2014.,First edition.,John Wiley & Sons,IEEE Press Series on Electromagnetic Wave Theory,9982705479402771,992550000001273034
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,The physical principles of magnetism /,Magnetism.; Electronic books.; Magnetism; Physics; Electricity & Magnetism; Physical Sciences & Mathematics,QC,0470546581; 9780470546581; 078036029X; 9780780360297,"Morrish, Allan H., author.",(PQKB)11493455; (PQKBWorkID)10391515; (PQKBTitleCode)TC448854; (PQKBTitleCode)TC0000448854; (PQKBManifestationID)12167224; (SSID)ssj448854; (SSID)ssj0000448854; (IEEE)5263396; (IDAMS)b000064810c3610; (IDAMS)0b000064810c3610; (CaBNVSL)mat5263396; (CaBNVSL)mat05263396; (CKB)2580000000002635,2001,,IEEE Press,,9982705494002771,992580000000002635
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,The story of electrical and magnetic measurements : from 500 B.C. to the 1940s /,Electric measurements--History.; Electric measurements--Instruments--History.; Magnetic measurements--History.; Magnetic instruments--History.; Electronic books.; Electric measurements--History; Electric measurements--History--Instruments; Magnetic measur,QC,0780311930; 9780780311930; 047054662X; 9780470546628,"Keithley, Joseph F., author.",(PQKB)11685283; (PQKBWorkID)10410945; (PQKBTitleCode)TC448918; (PQKBTitleCode)TC0000448918; (PQKBManifestationID)12183800; (SSID)ssj448918; (SSID)ssj0000448918; (IEEE)5265284; (IDAMS)b000064810c4f47; (IDAMS)0b000064810c4f47; (CaBNVSL)mat5265284; (CaBNVSL)mat05265284; (CKB)2580000000002638,1999,,IEEE Press,,9982705493702771,992580000000002638
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,The theory of scintillation with applications in remote sensing /,Scintillation spectrometry.; Remote sensing.; Electronic books.,QC,128305244X; 9781283052443; 9786613052445; 6613052442; 1118011740; 9781118011744; 1118010205; 9781118010204; 1118010213; 9781118010211; 047064477X; 9780470644775,"Rino, Charles, author.",(MiAaPQ)EBC4030377; (MiAaPQ)EBC675136; (PQKB)10938935; (PQKBWorkID)10526394; (PQKBTitleCode)TC482405; (PQKBTitleCode)TC0000482405; (PQKBManifestationID)11296391; (SSID)ssj482405; (SSID)ssj0000482405; (OCoLC)710974978; (EBL)675136; (CKB)3400000000000322,2011.,,Wiley; IEEE Press,,9982778030402771,993400000000000322
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,Theory and computation of electromagnetic fields,Electromagnetic fields--Mathematics--Textbooks.; Electronic books.,QC,1283917882; 9781283917889; 0470873868; 9780470873861; 1118088115; 9781118088111; 0470874252; 9780470874257; 0470533595; 9780470533598,"Jin, Jian-Ming, 1962-",(MiAaPQ)EBC675283; (PQKB)10541698; (PQKBWorkID)10527141; (PQKBTitleCode)TC527900; (PQKBTitleCode)TC0000527900; (PQKBManifestationID)11347355; (SSID)ssj527900; (SSID)ssj0000527900; (OCoLC)817917548; (EBL)675283; (CKB)3400000000000272,c2010.,,Wiley,,9982778088302771,993400000000000272
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,Time and frequency domain solutions of EM problems : using integral equations and a hybrid methodology,Electromagnetic fields--Mathematical models; Time-domain analysis--Numerical solutions; Differential equations; Physics; Physical Sciences & Mathematics; Electricity & Magnetism,QC,0470892315; 9780470892312; 0470892323; 9780470892329; 0470487674; 9780470487679,,(PQKB)10413028; (PQKBWorkID)10577418; (PQKBTitleCode)TC597351; (PQKBTitleCode)TC0000597351; (PQKBManifestationID)12181731; (SSID)ssj597351; (SSID)ssj0000597351; (CKB)2550000000042256,2010,,IEEE Press,,9982755029402771,992550000000042256
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,Time-harmonic electromagnetic fields /,Electromagnetic theory.; Harmonic analysis.; Electronic books.; Electromagnetic theory; Harmonic analysis; Physics; Physical Sciences & Mathematics; Electricity & Magnetism,QC,047120806X; 9780471208068; 0470546719; 9780470546710,"Harrington, Roger F., author.",(PQKB)11504449; (PQKBWorkID)10428232; (PQKBTitleCode)TC449078; (PQKBTitleCode)TC0000449078; (PQKBManifestationID)12139704; (SSID)ssj449078; (SSID)ssj0000449078; (IEEE)5264717; (IDAMS)b000064810c477d; (IDAMS)0b000064810c477d; (CaBNVSL)mat5264717; (CaBNVSL)mat05264717; (CKB)2580000000002645,2001,,IEEE Press,IEEE Press series on electromagnetic wave theory ; 32,9982705493102771,992580000000002645
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,Understanding geometric algebra for electromagnetic theory,"Electromagnetic theory--Mathematics.; Geometry, Algebraic.; Electronic books.",QC,1283294621; 9781283294621; 9786613294623; 6613294624; 1118078535; 9781118078532; 1118078543; 9781118078549; 1118078527; 9781118078525; 0470941634; 9780470941638,"Arthur, John W., 1949-",(MiAaPQ)EBC697672; (PQKB)11384430; (PQKBWorkID)10520872; (PQKBTitleCode)TC555691; (PQKBTitleCode)TC0000555691; (PQKBManifestationID)12169018; (SSID)ssj555691; (SSID)ssj0000555691; (OCoLC)816866776; (EBL)697672; (CKB)2670000000122692,c2011.,,Wiley-IEEE Press,IEEE Press Series on Electromagnetic Wave Theory,9982746967302771,992670000000122692
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,Wave propagation and scattering in random media /,Waves.; Scattering (Physics); Electronic books.,QC,078034717X; 9780780347175; 0470547049; 9780470547045,"Ishimaru, Akira, 1928-",(IEEE)5270963; (IDAMS)b000064810cc676; (IDAMS)0b000064810cc676; (CaBNVSL)mat5270963; (CaBNVSL)mat05270963; (CKB)2580000000002661,c1997.,,IEEE Xplore; IEEE Press,IEEE/OUP series on electromagnetic wave theory ; 12,9982705491902771,992580000000002661
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QC,Available,Waves and fields in inhomogeneous media /,Electromagnetic fields.; Electromagnetic waves.; Electronic books.,QC,0780347498; 9780780347496; 0780311167; 9780780311169; 0470547057; 9780470547052,"Chew, Weng Cho, author.",(PQKB)11267413; (PQKBWorkID)10444247; (PQKBTitleCode)TC450790; (PQKBTitleCode)TC0000450790; (PQKBManifestationID)12139120; (SSID)ssj450790; (SSID)ssj0000450790; (IEEE)5270998; (IDAMS)b000064810cc6e0; (IDAMS)0b000064810cc6e0; (CaBNVSL)mat5270998; (CaBNVSL)mat05270998; (CKB)2580000000002662,1999,,Wiley IEEE Press Imprint,IEEE Press series on electromagnetic waves ; 16,9982705491802771,992580000000002662
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QH,Available,Bio-medical telemetry : sensing and transmitting biological information from animals and man /,Biotelemetry.; Electronic books.,QH,0780347188; 9780780347182; 047054421X; 9780470544211,"Mackay, R. Stuart 1924- (Ralph Stuart),",(PQKB)11260394; (PQKBWorkID)10426545; (PQKBTitleCode)TC402729; (PQKBTitleCode)TC0000402729; (PQKBManifestationID)12190220; (SSID)ssj402729; (SSID)ssj0000402729; (IEEE)5273748; (IDAMS)b000064810d1337; (IDAMS)0b000064810d1337; (CaBNVSL)mat5273748; (CaBNVSL)mat05273748; (CKB)2580000000002492,1998,,Wiley IEEE Press Imprint,,9982705306602771,992580000000002492
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QH,Available,"Biometrics theory, methods, and applications /",Biometry--Data processing.; Biometry.; Electronic books.,QH,1282379895; 9781282379893; 9786612379895; 6612379898; 0470522356; 9780470522356; 0470522348; 9780470522349; 0470247827; 9780470247822,"Boulgouris, Nikolaos V.",(MiAaPQ)EBC468702; (PQKB)11507570; (PQKBWorkID)10273933; (PQKBTitleCode)TC335239; (PQKBTitleCode)TC0000335239; (PQKBManifestationID)11241226; (SSID)ssj335239; (SSID)ssj0000335239; (OCoLC)669008726; (EBL)468702; (CKB)2550000000001291,c2010.,,Wiley; IEEE/Wiley,IEEE Press Series on Computational Intelligence,9982756188102771,992550000000001291
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QH,Available,Epistemology of the cell a systems perspective on biological knowledge /,Biology--Philosophy.; Research.; Stochastic processes.; Electronic books.,QH,1118104870; 9781118104873; 1283256150; 9781283256155; 9786613256157; 6613256153; 1118104854; 9781118104859; 1118104862; 9781118104866; 1118027795; 9781118027790,"Dougherty, Edward R.",(MiAaPQ)EBC697717; (PQKB)10142973; (PQKBWorkID)10531461; (PQKBTitleCode)TC543596; (PQKBTitleCode)TC0000543596; (PQKBManifestationID)12252661; (SSID)ssj543596; (SSID)ssj0000543596; (OCoLC)756280812; (EBL)697717; (CKB)3340000000000119,c2011.,,John Wiley and Sons,IEEE Press Series on Biomedical Engineering,9982708043702771,993340000000000119
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QH,Available,Handbook of biomedical telemetry /,"Biotelemetry--Handbooks, manuals, etc.; Electronic books.",QH,1118893425; 9781118893425; 1118893719; 9781118893715; 1118893301; 9781118893302; 1306979749; 9781306979740; 1118388615; 9781118388617,"Nikita, Konstantina S.",(MiAaPQ)EBC1744971; (OCoLC)867852795; (PQKB)11724365; (PQKBWorkID)11294704; (PQKBTitleCode)TC1288972; (PQKBTitleCode)TC0001288972; (PQKBManifestationID)11949737; (SSID)ssj1288972; (SSID)ssj0001288972; (EBL)1744971; (CKB)3710000000202461,2014.,,Wiley; IEEE,IEEE Press Series on Biomedical Engineering,9982797689202771,993710000000202461
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QP,Available,Algorithmic and AI methods for protein bioinformatics /,Proteins--Analysis--Mathematics.; Bioinformatics.; Artificial intelligence.; Electronic books.,QP,1118567811; 9781118567814; 1118567862; 9781118567869; 1118567927; 9781118567920; 1118345789; 9781118345788; 1306069203; 9781306069205,"Pan, Yi.",(MiAaPQ)EBC1465941; (OCoLC)862077228; (PQKB)11128495; (PQKBWorkID)11036894; (PQKBTitleCode)TC1056006; (PQKBTitleCode)TC0001056006; (PQKBManifestationID)11678591; (SSID)ssj1056006; (SSID)ssj0001056006; (OCoLC)860626512; (EBL)1465941; (CKB)2550000001138470,2014.,,Wiley,Wiley Series in Bioinformatics,9982753702102771,992550000001138470
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QP,Available,"Computational Auditory Scene Analysis: Principles, Algorithms and Applications",Computational auditory scene analysis--Computer simulation; Auditory perception; Human Anatomy & Physiology; Health & Biological Sciences; Neuroscience,QP,0471741094; 9780471741091; 0470043385; 9780470043387,,(PQKB)10765458; (PQKBWorkID)10605434; (PQKBTitleCode)TC614711; (PQKBTitleCode)TC0000614711; (PQKBManifestationID)12256829; (SSID)ssj614711; (SSID)ssj0000614711; (CKB)2670000000093153,2006,,Wiley IEEE Press Imprint,,9982750481002771,992670000000093153
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QP,Available,Data management of protein interaction networks,Protein-protein interactions--Information resources.; Information resources management.; Electronic books.,QP,1280675063; 9781280675065; 9786613651990; 6613651990; 1118103734; 9781118103739; 1118103742; 9781118103746; 1118103718; 9781118103715; 0470770406; 9780470770405,"Cannataro, Mario, 1964-",(MiAaPQ)EBC697621; (PQKB)10769511; (PQKBWorkID)10604381; (PQKBTitleCode)TC614229; (PQKBTitleCode)TC0000614229; (PQKBManifestationID)11931536; (SSID)ssj614229; (SSID)ssj0000614229; (EBL)697621; (CKB)2550000000082631,c2011.,,Wiley,Wiley Series in Bioinformatics,9982753317502771,992550000000082631
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QP,Available,Genomics and proteomics engineering in medicine and biology,Proteomics.; Genomics.; Bioinformatics.; Electronic books.,QP,1280739843; 9781280739842; 9786610739844; 6610739846; 0470052198; 9780470052198; 1601195044; 9781601195043; 047005218X; 9780470052181; 0471631817; 9780471631811,"Akay, Metin.",(MiAaPQ)EBC288353; (PQKB)11265163; (PQKBWorkID)10095029; (PQKBTitleCode)TC72058; (PQKBTitleCode)TC0000072058; (PQKBManifestationID)11118899; (SSID)ssj72058; (SSID)ssj0000072058; (EBL)288353; (CKB)1000000000355567,c2007.,,John Wiley & Sons Inc; IEEE Press,IEEE Press Series on Biomedical Engineering,9982733855302771,991000000000355567
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QP,Available,Identification of nonlinear physiological systems /,"Physiology--Mathematical models.; Nonlinear systems.; Systems Engineering.; Electronic books.; Statistics as Topic; Nonlinear Dynamics; Computer Simulation; Models, Biological; Physiological Phenomena; Health Care Evaluation Mechanisms; Computing Methodol",QP,1280557052; 9781280557057; 9786610557059; 6610557055; 0471722952; 9780471722953; 0471722960; 9780471722960; 0471274569; 9780471274568,"Westwick, David T., author.",(PQKB)11131928; (PQKBWorkID)10240656; (PQKBTitleCode)TC299254; (PQKBTitleCode)TC0000299254; (PQKBManifestationID)12114394; (SSID)ssj299254; (SSID)ssj0000299254; (IEEE)5237251; (IDAMS)b000064810954d9; (IDAMS)0b000064810954d9; (CaBNVSL)mat5237251; (CaBNVSL)mat05237251; (CKB)1000000000013736,2003,,IEEE Press,IEEE Press series on biomedical engineering ; 17,9982768824902771,991000000000013736
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QP,Available,Models and algorithms for biomolecules and molecular networks /,Structure-activity relationships (Biochemistry); Biomolecules--Analysis.; Electronic books.,QP,1119162262; 9781119162261; 0470601930; 9780470601938; 1119162254; 9781119162254,"Dāśagupta, Bhaskara, author.",(MiAaPQ)EBC4322655; (PQKB)11610666; (PQKBWorkID)15028501; (PQKBTitleCode)TC1680287; (PQKBTitleCode)TC0001680287; (PQKBManifestationID)16496237; (SSID)ssj1680287; (SSID)ssj0001680287; (EBL)4322655; (CKB)3710000000563515,2016.,,Wiley; IEEE Press,IEEE Press Series on Biomedical Engineering,9982804915802771,(CKB)3710000000563515
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QP,Available,Nonlinear dynamic modeling of physiological systems,"Physiology--Mathematical models; Nonlinear theories; Mathematics; Models, Theoretical; Biological Science Disciplines; Investigative Techniques; Natural Science Disciplines; Disciplines and Occupations; Analytical, Diagnostic and Therapeutic Techniques an",QP,0471679364; 9780471679363; 0471679372; 9780471679370; 0471469602; 9780471469605,"Marmarelis, Vasilis Z Author",(PQKB)10752449; (PQKBWorkID)10613162; (PQKBTitleCode)TC670723; (PQKBTitleCode)TC0000670723; (PQKBManifestationID)11432467; (SSID)ssj670723; (SSID)ssj0000670723; (CKB)3280000000033547,2004,,Wiley Interscience,,9982707061902771,993280000000033547
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QP,Available,RF/microwave interaction with biological tissues,Radio waves--Physiological effect.; Microwaves--Physiological effect.; Microwave heating--Therapeutic use.; Electronic books.,QP,1280349670; 9781280349676; 9786610349678; 6610349673; 0470247126; 9780470247129; 0471752053; 9780471752059; 1615836152; 9781615836154; 0471752045; 9780471752042; 047173277X; 9780471732778,"Vorst, A. vander 1935- (André),",(MiAaPQ)EBC252638; (PQKB)10701683; (PQKBWorkID)10222422; (PQKBTitleCode)TC237919; (PQKBTitleCode)TC0000237919; (PQKBManifestationID)11199857; (SSID)ssj237919; (SSID)ssj0000237919; (OCoLC)71519477; (EBL)252638; (CKB)1000000000355091,c2006.,,IEEE Press; John Wiley & Sons,Wiley Series in Microwave and Optical Engineering,9982733862702771,991000000000355091
IEEE Xplore Wiley eBooks Library (IEEE Xplore),QP,Available,Understanding the nervous system : an engineering perspective,Neural conduction--Mathematical models; Action potentials (Electrophysiology)--Mathematical models; Nervous system; Biomedical engineering; Health Occupations; Musculoskeletal and Neural Physiological Phenomena; Anatomy; Biological Science Disciplines; Mo,QP,0879422963; 9780879422967; 0470546867; 9780470546864,"Deutsch, Sid Author",(PQKB)10500664; (PQKBWorkID)10445148; (PQKBTitleCode)TC450786; (PQKBTitleCode)TC0000450786; (PQKBManifestationID)12175042; (SSID)ssj450786; (SSID)ssj0000450786; (CKB)2580000000002658,1993,,IEEE Press,,9982705492002771,992580000000002658
IEEE Xplore Wiley eBooks Library (IEEE Xplore),R,Available,Advanced methods of biomedical signal processing,Signal processing.; Biomedical engineering.; Electronic books.,R,1118007743; 9781118007747; 1118007735; 9781118007730; 1283273675; 9781283273671; 9786613273673; 6613273678; 1118007727; 9781118007723; 0470422149; 9780470422144,"Cerutti, Sergio.",(MiAaPQ)EBC698791; (PQKB)11615465; (PQKBWorkID)10546016; (PQKBTitleCode)TC507236; (PQKBTitleCode)TC0000507236; (PQKBManifestationID)12250690; (SSID)ssj507236; (SSID)ssj0000507236; (OCoLC)769341492; (EBL)698791; (CKB)3400000000015967,c2011.,,IEEE Press; Wiley,IEEE Press Series on Biomedical Engineering,9982779025002771,993400000000015967
IEEE Xplore Wiley eBooks Library (IEEE Xplore),R,Available,Basics of biomedical ultrasound for engineers,Ultrasonics in medicine.; Ultrasonics.; Electronic books.,R,128254781X; 9781282547810; 9786612547812; 6612547812; 0470561475; 9780470561478; 0470561467; 9780470561461; 0470465476; 9780470465479,"Azhari, Haim, 1955-",(MiAaPQ)EBC510150; (PQKB)11335534; (PQKBWorkID)10351224; (PQKBTitleCode)TC356972; (PQKBTitleCode)TC0000356972; (PQKBManifestationID)11277645; (SSID)ssj356972; (SSID)ssj0000356972; (OCoLC)609861344; (EBL)510150; (CKB)2670000000014418,2010.,,Wiley-IEEE Press,,9982697379902771,992670000000014418
IEEE Xplore Wiley eBooks Library (IEEE Xplore),R,Available,Biomedical signal analysis /,Signal processing.; Biomedical engineering.; Electronic books.,R,1119068126; 9781119068129; 1119067936; 9781119067931; 0470911395; 9780470911396; 1119068010; 9781119068013,"Rangayyan, Rangaraj M., author.",(MiAaPQ)EBC4040915; (CKB)4330000000003012,2015.,Second edition.,Wiley; IEEE Press,EEE Press series in biomedical engineering.,9983243661502771,(CKB)4330000000003012
IEEE Xplore Wiley eBooks Library (IEEE Xplore),R,Available,Biomedical signal analysis : a case-study approach,"Signal processing; Biomedical engineering; Diagnostic Techniques and Procedures; Engineering; Computing Methodologies; Health Occupations; Disciplines and Occupations; Diagnosis; Technology, Industry, and Agriculture; Information Science; Signal Processin",R,1601195702; 9781601195708; 0470544201; 9780470544204; 0471208116; 9780471208112,"Rangayyan, Rangaraj M Author",(PQKB)10201741; (PQKBWorkID)10431205; (PQKBTitleCode)TC402728; (PQKBTitleCode)TC0000402728; (PQKBManifestationID)12092338; (SSID)ssj402728; (SSID)ssj0000402728; (CKB)1000000000398128,2002,,IEEE Press,,9982732930502771,991000000000398128
IEEE Xplore Wiley eBooks Library (IEEE Xplore),R,Available,Doppler radar physiological sensing /,Patient monitoring--Equipment and supplies.; Doppler radar.; Heart beat.; Electronic books.,R,1119078423; 9781119078425; 1119078415; 9781119078418; 1118024028; 9781118024027,"Boric-Lubecke, Olga.",(MiAaPQ)EBC4205846; (PQKB)11661111; (PQKBWorkID)12352847; (PQKBTitleCode)TC1592967; (PQKBTitleCode)TC0001592967; (PQKBManifestationID)16289841; (SSID)ssj1592967; (SSID)ssj0001592967; (EBL)4205846; (CKB)3710000000538859,2016.,,Wiley; IEEE,Wiley Series in Biomedical Engineering and Multi-Disciplinary Integrated Systems.,9982829929102771,(CKB)3710000000538859
IEEE Xplore Wiley eBooks Library (IEEE Xplore),R,Available,"Electronic health record standards, coding systems, frameworks, and infrastructures /",Medical records--Data processing.; Medical records--Standards.; Electronic books.,R,1118479661; 9781118479667; 1283893347; 9781283893343; 1118479645; 9781118479643; 1118479610; 9781118479612; 1118281349; 9781118281345,"Sinha, Pradeep K.",(MiAaPQ)EBC1092857; (PQKB)10686505; (PQKBWorkID)10752431; (PQKBTitleCode)TC783170; (PQKBTitleCode)TC0000783170; (PQKBManifestationID)11416536; (SSID)ssj783170; (SSID)ssj0000783170; (OCoLC)823755325; (EBL)1092857; (CKB)2550000000710767,2013.,,John Wiley & Sons,,9982756946702771,992550000000710767
IEEE Xplore Wiley eBooks Library (IEEE Xplore),R,Available,Error Estimation for Pattern Recognition,Biomedical engineering -- Congresses.; Image processing -- Digital techniques.; Optical pattern recognition.; Electronic books.; Pattern recognition systems--Mathematics; Optical pattern recognition; Pattern perception; Error analysis (Mathematics); Elect,R,1119079330; 9781119079330; 1119079500; 9781119079507; 1118999738; 9781118999738,"Braga Neto, Ulisses M.",(PQKB)10320243; (PQKBWorkID)14819689; (PQKBTitleCode)TC1558928; (PQKBTitleCode)TC0001558928; (PQKBManifestationID)16184514; (SSID)ssj1558928; (SSID)ssj0001558928; (EBL)1895368; (CKB)3710000000437299,2015.,,Wiley,IEEE Press Series on Biomedical Engineering,9982725439702771,993710000000437299
